NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT
23,1,17,101,0,362.7,0,21.545,0,31.682,0,21.6,2447,1547,362.7,21.5,31.7,SBU,348.9,,Nt,,Location 1,Free Practice 3
23,1,18,115,0,24.292,0,20.033,0,35.745,0,112.2,2527,1627,24.3,20,35.7,SBU,0,,Nt,250,Location 1,Free Practice 3
23,1,19,74,2,21.592,2,17.66,0,28.497,2,132.6,2594.8,1694.8,21.6,17.7,28.5,SBU,0,,Nt,250,Location 1,Free Practice 3
23,1,20,98,0,26.113,0,20.47,0,35.155,0,109.9,2676.5,1776.5,26.1,20.5,35.2,SBU,0,,Nt,250,Location 1,Free Practice 3
23,1,21,85,0,21.983,0,18.24,0,29.756,0,128.4,2746.5,1846.5,22,18.2,29.8,SBU,0,,Nt,,Location 1,Free Practice 3
25,1,1,102,0,30.568,0,21.662,0,34.789,0,103.2,87,2787,30.6,21.7,34.8,JVER,7.4,,DS,,Location 1,Free Practice 3
25,1,2,123,0,23.72,0,19.084,0,30.666,0,122.3,160.5,2860.5,23.7,19.1,30.7,JVER,0,,DS,,Location 1,Free Practice 3
25,1,3,93,0,22.871,0,18.97,0,30.335,0,124.4,232.7,2932.7,22.9,19,30.3,JVER,0,,DS,,Location 1,Free Practice 3
25,1,4,87,0,22.558,0,19.32,0,31.823,0,121.9,306.4,3006.4,22.6,19.3,31.8,JVER,0,,DS,,Location 1,Free Practice 3
25,1,5,71,0,27.772,0,23.752,0,36.663,0,101.9,394.6,3094.6,27.8,23.8,36.7,JVER,0,,DS,,Location 1,Free Practice 3
25,1,6,96,0,22.297,0,18.237,0,29.412,0,128.4,464.5,3164.5,22.3,18.2,29.4,JVER,0,,DS,,Location 1,Free Practice 3
25,1,7,197,0,26.331,0,25.906,0,33.617,0,104.6,550.4,3250.4,26.3,25.9,33.6,JVER,0,,DS,,Location 1,Free Practice 3
25,1,8,122,0,22.233,0,18.208,0,29.292,0,128.8,620.1,3320.1,22.2,18.2,29.3,JVER,0,,DS,,Location 1,Free Practice 3
25,1,9,85,0,24.221,0,22.793,0,43.386,0,99.4,710.5,3410.5,24.2,22.8,43.4,JVER,0,,DS,,Location 1,Free Practice 3
25,1,10,107,0,442,0,23.723,0,33.57,0,18,1209.8,309.8,442,23.7,33.6,JVER,426.6,,DS,,Location 1,Free Practice 3
25,1,11,122,0,25.163,0,21.398,0,32.83,0,113.1,1289.2,389.2,25.2,21.4,32.8,JVER,0,,DS,235,Location 1,Free Practice 3
25,1,12,96,0,22.021,0,17.835,0,29.262,0,130,1358.3,458.3,22,17.8,29.3,JVER,0,,DS,250,Location 1,Free Practice 3
25,1,13,87,0,25.154,0,21.899,0,32.368,0,113.1,1437.8,537.8,25.2,21.9,32.4,JVER,0,,DS,235,Location 1,Free Practice 3
25,1,14,93,0,22.108,0,18.037,0,29.112,0,129.7,1507,607,22.1,18,29.1,JVER,0,,DS,,Location 1,Free Practice 3
25,1,15,94,0,24.28,0,24.437,0,37.399,0,104.3,1593.1,693.1,24.3,24.4,37.4,JVER,0,,DS,,Location 1,Free Practice 3
25,1,16,122,0,21.827,0,19.125,0,44.631,0,105,1678.7,778.7,21.8,19.1,44.6,JVER,0,,DS,,Location 1,Free Practice 3
25,1,17,109,0,22.387,0,18.062,0,41.655,0,109.4,1760.8,860.8,22.4,18.1,41.7,JVER,0,,DS,,Location 1,Free Practice 3
25,1,18,85,0,188.5,0,20.699,0,31.141,0,37.4,2001.1,1101.1,188.5,20.7,31.1,JVER,175.4,,DS,,Location 1,Free Practice 3
25,1,19,74,0,21.964,0,17.931,0,29.223,0,130,2070.2,1170.2,22,17.9,29.2,JVER,0,,DS,,Location 1,Free Practice 3
25,1,20,74,0,24.329,0,20.004,0,41.08,0,105.2,2155.6,1255.6,24.3,20,41.1,JVER,0,,DS,,Location 1,Free Practice 3
25,1,21,93,0,128.6,0,21.276,0,33.619,0,48.9,2339.2,1439.2,128.6,21.3,33.6,JVER,117.6,,DS,,Location 1,Free Practice 3
25,1,22,85,0,23.065,0,20.477,0,32.935,0,117.4,2415.6,1515.6,23.1,20.5,32.9,JVER,0,,DS,250,Location 1,Free Practice 3
25,1,23,103,2,21.649,2,17.676,2,28.866,2,131.7,2483.8,1583.8,21.6,17.7,28.9,JVER,0,,DS,250,Location 1,Free Practice 3
25,1,24,85,0,24.689,0,20.901,0,40.673,0,104.1,2570.1,1670.1,24.7,20.9,40.7,JVER,0,,DS,250,Location 1,Free Practice 3
25,1,25,92,0,73.9,0,25.75,0,41.83,0,63.5,2711.6,1811.6,73.9,25.8,41.8,JVER,58.3,,DS,,Location 1,Free Practice 3
27,1,1,85,0,45.836,0,23.309,0,35.109,0,86.2,104.3,2804.3,45.8,23.3,35.1,J,19.9,,BMWE,,Location 1,Free Practice 3
27,1,2,72,0,25.022,0,21.107,0,35.165,0,110.5,185.5,2885.5,25,21.1,35.2,J,0,,BMWE,,Location 1,Free Practice 3
27,1,3,71,0,22.817,0,18.409,0,29.628,0,126.8,256.4,2956.4,22.8,18.4,29.6,J,0,,BMWE,,Location 1,Free Practice 3
27,1,4,91,0,23.772,0,20.218,0,40.025,0,106.9,340.4,3040.4,23.8,20.2,40,J,0,,BMWE,,Location 1,Free Practice 3
27,1,5,111,0,61.1,0,19.545,0,32.254,0,79.6,453.3,3153.3,61.1,19.5,32.3,J,49.5,,BMWE,,Location 1,Free Practice 3
27,1,6,126,0,22.306,0,18.095,0,29.683,0,128.2,523.4,3223.4,22.3,18.1,29.7,J,0,,BMWE,,Location 1,Free Practice 3
27,1,7,92,0,24.282,0,22.717,0,37.437,0,106.4,607.8,3307.8,24.3,22.7,37.4,J,0,,BMWE,,Location 1,Free Practice 3
27,1,8,95,0,22.245,0,18.19,0,29.542,0,128.4,677.8,3377.8,22.2,18.2,29.5,J,0,,BMWE,,Location 1,Free Practice 3
27,1,9,80,0,25.68,0,32.717,0,76.6,0,66.6,812.8,3512.8,25.7,32.7,76.6,J,0,,BMWE,,Location 1,Free Practice 3
27,1,10,165,0,384.4,0,21.318,0,32.519,0,20.5,1251,351,384.4,21.3,32.5,J,371.6,,BMWE,,Location 1,Free Practice 3
27,1,11,81,0,22.186,0,18.169,0,29.596,0,128.4,1321,421,22.2,18.2,29.6,J,0,,BMWE,,Location 1,Free Practice 3
27,1,12,103,0,24.15,0,21.518,0,34.469,0,112.1,1401.1,501.1,24.1,21.5,34.5,J,0,,BMWE,,Location 1,Free Practice 3
27,1,13,93,0,22.308,0,18.07,0,29.816,0,128,1471.3,571.3,22.3,18.1,29.8,J,0,,BMWE,,Location 1,Free Practice 3
27,1,14,171,0,25.151,0,21.113,0,31.831,0,115,1549.4,649.4,25.2,21.1,31.8,J,0,,BMWE,,Location 1,Free Practice 3
27,1,15,73,0,22.189,0,18.514,0,29.6,0,127.8,1619.7,719.7,22.2,18.5,29.6,J,0,,BMWE,,Location 1,Free Practice 3
27,1,16,100,0,24.667,0,20.919,0,35.926,0,110.2,1701.2,801.2,24.7,20.9,35.9,J,0,,BMWE,,Location 1,Free Practice 3
27,1,17,118,0,23.203,0,20.446,0,29.537,0,122.7,1774.4,874.4,23.2,20.4,29.5,J,0,,BMWE,235,Location 1,Free Practice 3
27,1,18,91,0,25.692,0,21.78,0,35.251,0,108.6,1857.1,957.1,25.7,21.8,35.3,J,0,,BMWE,,Location 1,Free Practice 3
27,1,19,70,0,22.146,0,18.148,0,29.388,0,128.9,1926.8,1026.8,22.1,18.1,29.4,J,0,,BMWE,,Location 1,Free Practice 3
27,1,20,177,0,25,0,21.752,0,43.419,0,99.6,2017,1117,25,21.8,43.4,J,0,,BMWE,,Location 1,Free Practice 3
27,1,21,130,0,198.9,0,19.301,0,31.044,0,36,2266.2,1366.2,198.9,19.3,31,J,188.1,,BMWE,,Location 1,Free Practice 3
27,1,22,111,0,23.296,0,18.965,0,29.624,0,124.9,2338.1,1438.1,23.3,19,29.6,J,0,,BMWE,250,Location 1,Free Practice 3
27,1,23,94,2,21.659,2,17.747,2,28.621,2,132,2406.1,1506.1,21.7,17.7,28.6,J,0,,BMWE,250,Location 1,Free Practice 3
27,1,24,121,0,24.702,0,21.448,0,45.167,0,98.4,2497.4,1597.4,24.7,21.4,45.2,J,0,,BMWE,250,Location 1,Free Practice 3
27,1,25,69,0,192.1,0,22.577,0,32.618,0,36.3,2744.7,1844.7,192.1,22.6,32.6,J,178.7,,BMWE,,Location 1,Free Practice 3
28,1,1,110,0,224.3,0,20.287,0,32.309,0,32.4,276.9,2976.9,224.3,20.3,32.3,MNT,201.8,,BMWl,,Location 1,Free Practice 3
28,1,2,80,0,23.673,0,18.998,0,33.173,0,118.4,352.7,3052.7,23.7,19,33.2,MNT,0,,BMWl,,Location 1,Free Practice 3
28,1,3,134,0,22.58,0,18.281,0,29.683,0,127.3,423.2,3123.2,22.6,18.3,29.7,MNT,0,,BMWl,,Location 1,Free Practice 3
28,1,4,108,0,23.054,0,19.186,0,40.055,0,109.1,505.5,3205.5,23.1,19.2,40.1,MNT,0,,BMWl,,Location 1,Free Practice 3
28,1,5,121,0,717.8,0,20.307,0,37.493,0,11.6,1281.1,381.1,717.8,20.3,37.5,MNT,705.4,,BMWl,235,Location 1,Free Practice 3
28,1,6,85,0,22.207,0,18.475,0,29.03,0,128.8,1350.8,450.8,22.2,18.5,29,MNT,0,,BMWl,250,Location 1,Free Practice 3
28,1,7,102,0,24.298,0,19.692,0,36.5,0,111.6,1431.3,531.3,24.3,19.7,36.5,MNT,0,,BMWl,235,Location 1,Free Practice 3
28,1,8,85,0,22.247,0,18.168,0,29.436,0,128.6,1501.1,601.1,22.2,18.2,29.4,MNT,0,,BMWl,,Location 1,Free Practice 3
28,1,9,71,0,22.617,0,20.889,0,37.5,0,110.9,1582.2,682.2,22.6,20.9,37.5,MNT,0,,BMWl,,Location 1,Free Practice 3
28,1,10,108,0,22.18,0,18.121,0,30.273,0,127.3,1652.7,752.7,22.2,18.1,30.3,MNT,0,,BMWl,,Location 1,Free Practice 3
28,1,11,100,0,24.084,0,19.582,0,41.844,0,105,1738.2,838.2,24.1,19.6,41.8,MNT,0,,BMWl,,Location 1,Free Practice 3
28,1,12,122,0,561.7,0,20.89,0,32.087,0,14.6,2352.9,1452.9,561.7,20.9,32.1,MNT,548.4,,BMWl,250,Location 1,Free Practice 3
28,1,13,115,2,22.067,2,17.747,2,28.504,2,131.5,2421.3,1521.3,22.1,17.7,28.5,MNT,0,,BMWl,250,Location 1,Free Practice 3
28,1,14,91,0,23.397,0,20.749,0,32.395,0,117.3,2497.8,1597.8,23.4,20.7,32.4,MNT,0,,BMWl,250,Location 1,Free Practice 3
28,1,15,97,0,22.566,0,19.735,0,30.205,0,123.9,2570.3,1670.3,22.6,19.7,30.2,MNT,0,,BMWl,,Location 1,Free Practice 3
29,1,1,112,0,92.8,0,20.169,0,31.559,0,62.1,144.6,2844.6,92.8,20.2,31.6,AS,72.3,,MAHINDRAd,,Location 1,Free Practice 3
29,1,2,178,0,22.948,0,19.396,0,39.029,0,110.4,225.9,2925.9,22.9,19.4,39,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,3,107,0,22.444,0,18.218,0,29.447,0,128.1,296,2996,22.4,18.2,29.4,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,4,98,0,22.393,0,18.221,0,32.126,0,123.5,368.8,3068.8,22.4,18.2,32.1,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,5,74,0,22.807,0,18.688,0,30.602,0,124.6,440.9,3140.9,22.8,18.7,30.6,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,6,102,0,22.769,0,18.815,0,30.46,0,124.7,512.9,3212.9,22.8,18.8,30.5,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,7,86,0,22.527,0,18.664,0,30.306,0,125.6,584.4,3284.4,22.5,18.7,30.3,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,8,90,0,22.557,0,18.925,0,30.642,0,124.5,656.6,3356.6,22.6,18.9,30.6,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,9,119,0,23.649,0,18.94,0,48.273,0,98.9,747.4,3447.4,23.6,18.9,48.3,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,10,82,0,478.9,0,18.823,0,30.459,0,17,1275.6,375.6,478.9,18.8,30.5,AS,469.4,,MAHINDRAd,,Location 1,Free Practice 3
29,1,11,154,0,22.212,0,18.183,0,29.398,0,128.7,1345.4,445.4,22.2,18.2,29.4,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,12,107,0,25.081,0,21.758,0,30.588,0,116,1422.8,522.8,25.1,21.8,30.6,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,13,104,0,21.977,0,18.049,0,29.323,0,129.5,1492.2,592.2,22,18,29.3,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,14,93,0,22.075,0,17.971,2,29.255,0,129.6,1561.5,661.5,22.1,18,29.3,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,15,71,0,25.795,0,21.15,0,36.021,0,108.3,1644.5,744.5,25.8,21.1,36,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,16,122,0,21.972,2,18.034,0,29.433,0,129.4,1713.9,813.9,22,18,29.4,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,17,74,0,22.262,0,19.148,0,32.708,0,121.2,1788,888,22.3,19.1,32.7,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,18,93,0,29.642,0,24.201,0,38.041,0,97.8,1879.9,979.9,29.6,24.2,38,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,19,72,0,23.412,0,19.779,0,42.005,0,105.4,1965.1,1065.1,23.4,19.8,42,AS,0,,MAHINDRAd,,Location 1,Free Practice 3
29,1,20,73,0,381.8,0,19.137,0,30.142,0,20.8,2396.2,1496.2,381.8,19.1,30.1,AS,371.4,,MAHINDRAd,,Location 1,Free Practice 3
29,1,21,70,0,22.61,0,18.515,0,33.933,0,119.7,2471.2,1571.2,22.6,18.5,33.9,AS,0,,MAHINDRAd,235,Location 1,Free Practice 3
29,1,22,83,2,22.068,0,18.082,0,28.693,2,130.5,2540.1,1640.1,22.1,18.1,28.7,AS,0,,MAHINDRAd,250,Location 1,Free Practice 3
29,1,23,75,0,22.327,0,20.621,0,44.586,0,102.6,2627.6,1727.6,22.3,20.6,44.6,AS,0,,MAHINDRAd,235,Location 1,Free Practice 3
29,1,24,196,0,68.5,0,26.012,0,45.381,0,64.2,2767.5,1867.5,68.5,26,45.4,AS,54.3,,MAHINDRAd,,Location 1,Free Practice 3
33,1,1,115,0,69.5,0,20.441,0,31.164,0,74.2,121.1,2821.1,69.5,20.4,31.2,RR,45.2,,AR,,Location 1,Free Practice 3
33,1,2,69,0,23.253,0,18.714,0,30.166,0,124.5,193.2,2893.2,23.3,18.7,30.2,RR,0,,AR,,Location 1,Free Practice 3
33,1,3,87,0,22.805,0,18.359,0,29.874,0,126.4,264.2,2964.2,22.8,18.4,29.9,RR,0,,AR,,Location 1,Free Practice 3
33,1,4,74,0,22.495,0,18.305,0,29.938,0,127,335,3035,22.5,18.3,29.9,RR,0,,AR,,Location 1,Free Practice 3
33,1,5,73,0,23.641,0,18.964,0,39.813,0,109,417.4,3117.4,23.6,19,39.8,RR,0,,AR,,Location 1,Free Practice 3
33,1,6,74,0,69.2,0,20.213,0,30.377,0,75,537.2,3237.2,69.2,20.2,30.4,RR,54.7,,AR,,Location 1,Free Practice 3
33,1,7,92,0,22.563,0,18.607,0,30.335,0,125.6,608.7,3308.7,22.6,18.6,30.3,RR,0,,AR,,Location 1,Free Practice 3
33,1,8,71,0,22.415,0,18.552,0,29.991,0,126.6,679.7,3379.7,22.4,18.6,30,RR,0,,AR,,Location 1,Free Practice 3
33,1,9,101,0,22.551,0,32.059,0,77.2,0,68.1,811.5,3511.5,22.6,32.1,77.2,RR,0,,AR,,Location 1,Free Practice 3
33,1,10,93,0,407.5,0,19.183,0,30.234,0,19.7,1268.4,368.4,407.5,19.2,30.2,RR,397,,AR,,Location 1,Free Practice 3
33,1,11,100,0,22.406,0,18.75,0,33.843,0,119.8,1343.4,443.4,22.4,18.7,33.8,RR,0,,AR,235,Location 1,Free Practice 3
33,1,12,102,0,21.792,2,17.979,0,28.779,0,131,1412,512,21.8,18,28.8,RR,0,,AR,250,Location 1,Free Practice 3
33,1,13,87,0,23.206,0,19.198,0,30.116,0,123.9,1484.5,584.5,23.2,19.2,30.1,RR,0,,AR,,Location 1,Free Practice 3
33,1,14,128,0,22.53,0,18.483,0,30.462,0,125.7,1555.9,655.9,22.5,18.5,30.5,RR,0,,AR,,Location 1,Free Practice 3
33,1,15,83,0,22.526,0,18.618,0,30.116,0,126,1627.2,727.2,22.5,18.6,30.1,RR,0,,AR,,Location 1,Free Practice 3
33,1,16,92,0,22.423,0,18.626,0,30.689,0,125.2,1698.9,798.9,22.4,18.6,30.7,RR,0,,AR,,Location 1,Free Practice 3
33,1,17,97,0,22.864,0,18.51,0,29.919,0,126,1770.2,870.2,22.9,18.5,29.9,RR,0,,AR,,Location 1,Free Practice 3
33,1,18,93,0,22.228,0,18.475,0,29.836,0,127.3,1840.8,940.8,22.2,18.5,29.8,RR,0,,AR,,Location 1,Free Practice 3
33,1,19,73,0,22.552,0,18.716,0,39.206,0,111.6,1921.3,1021.3,22.6,18.7,39.2,RR,0,,AR,,Location 1,Free Practice 3
33,1,20,134,0,605.4,0,21.372,0,32.178,0,13.6,2580.2,1680.2,605.4,21.4,32.2,RR,589.5,,AR,,Location 1,Free Practice 3
33,1,21,85,0,23.154,0,18.41,0,31.117,0,123.6,2652.9,1752.9,23.2,18.4,31.1,RR,0,,AR,250,Location 1,Free Practice 3
33,1,22,95,2,21.898,0,17.799,2,28.493,2,131.7,2721.1,1821.1,21.9,17.8,28.5,RR,0,,AR,250,Location 1,Free Practice 3
36,1,1,86,0,163.8,0,22.838,0,32.31,0,41,218.9,2918.9,163.8,22.8,32.3,ALOTTE,141,,TAG ,,Location 1,Free Practice 3
36,1,2,70,0,23.49,0,19.304,0,30.562,0,122.4,292.3,2992.3,23.5,19.3,30.6,ALOTTE,0,,TAG ,,Location 1,Free Practice 3
36,1,3,107,0,22.828,0,18.824,0,30.318,0,124.8,364.2,3064.2,22.8,18.8,30.3,ALOTTE,0,,TAG ,,Location 1,Free Practice 3
36,1,4,72,0,22.686,0,18.805,0,30.059,0,125.5,435.8,3135.8,22.7,18.8,30.1,ALOTTE,0,,TAG ,,Location 1,Free Practice 3
36,1,5,86,0,23.441,0,19.591,0,30.462,0,122.2,509.3,3209.3,23.4,19.6,30.5,ALOTTE,0,,TAG ,,Location 1,Free Practice 3
36,1,6,109,0,28.549,0,26.678,0,35.232,0,99.3,599.7,3299.7,28.5,26.7,35.2,ALOTTE,0,,TAG ,,Location 1,Free Practice 3
36,1,7,100,2,22.317,0,18.046,2,29.438,2,128.7,669.5,3369.5,22.3,18,29.4,ALOTTE,0,,TAG ,,Location 1,Free Practice 3
37,1,1,93,0,42.19,0,22.829,0,33.494,0,91.2,98.5,2798.5,42.2,22.8,33.5,N,16,,EA,,Location 1,Free Practice 3
37,1,2,74,0,26.219,0,21.016,0,32.296,0,112.9,178,2878,26.2,21,32.3,N,0,,EA,,Location 1,Free Practice 3
37,1,3,76,0,22.853,0,18.277,0,29.993,0,126.3,249.2,2949.2,22.9,18.3,30,N,0,,EA,,Location 1,Free Practice 3
37,1,4,120,0,27.465,0,22.4,0,41.012,0,98.8,340,3040,27.5,22.4,41,N,0,,EA,,Location 1,Free Practice 3
37,1,5,97,0,22.432,0,18.258,0,41.519,0,109.3,422.3,3122.3,22.4,18.3,41.5,N,0,,EA,,Location 1,Free Practice 3
37,1,6,93,0,737.3,0,23.239,0,33.62,0,11.3,1216.4,316.4,737.3,23.2,33.6,N,721,,EA,,Location 1,Free Practice 3
37,1,7,139,0,24.316,0,18.864,0,29.982,0,122.8,1289.6,389.6,24.3,18.9,30,N,0,,EA,,Location 1,Free Practice 3
37,1,8,158,0,22.608,0,18.247,0,39.901,0,111.2,1370.3,470.3,22.6,18.2,39.9,N,0,,EA,,Location 1,Free Practice 3
37,1,9,93,0,260.7,0,25.565,0,41.045,0,27.4,1697.7,797.7,260.7,25.6,41,N,242.7,,EA,235,Location 1,Free Practice 3
37,1,10,101,0,22.154,0,17.761,0,28.942,0,130.4,1766.5,866.5,22.2,17.8,28.9,N,0,,EA,250,Location 1,Free Practice 3
37,1,11,69,0,22.692,0,18.849,0,30.582,0,124.5,1838.6,938.6,22.7,18.8,30.6,N,0,,EA,,Location 1,Free Practice 3
37,1,12,184,0,22.925,0,18.912,0,30.137,0,124.8,1910.6,1010.6,22.9,18.9,30.1,N,0,,EA,,Location 1,Free Practice 3
37,1,13,92,0,22.521,0,18.738,0,39.754,0,110.9,1991.6,1091.6,22.5,18.7,39.8,N,0,,EA,,Location 1,Free Practice 3
37,1,14,87,0,443.3,0,23.626,0,33.461,0,18,2492,1592,443.3,23.6,33.5,N,430.4,,EA,,Location 1,Free Practice 3
37,1,15,89,0,24.657,0,22.829,0,36.597,0,106.8,2576.1,1676.1,24.7,22.8,36.6,N,0,,EA,,Location 1,Free Practice 3
37,1,16,75,2,21.605,2,17.56,2,28.284,3,133.2,2643.5,1743.5,21.6,17.6,28.3,N,0,,EA,250,Location 1,Free Practice 3
4,1,1,84,0,44.859,0,23.152,0,34.231,0,87.9,102.2,2802.2,44.9,23.2,34.2,RFRI,18.5,,EF,,Location 1,Free Practice 3
4,1,2,77,0,25.428,0,21.584,0,33.563,0,111.5,182.8,2882.8,25.4,21.6,33.6,RFRI,0,,EF,,Location 1,Free Practice 3
4,1,3,110,0,22.637,0,18.338,0,29.646,0,127.2,253.4,2953.4,22.6,18.3,29.6,RFRI,0,,EF,,Location 1,Free Practice 3
4,1,4,83,0,24.116,0,22.046,0,41.636,0,102.3,341.2,3041.2,24.1,22,41.6,RFRI,0,,EF,,Location 1,Free Practice 3
4,1,5,98,0,22.356,0,18.259,0,41.426,0,109.5,423.3,3123.3,22.4,18.3,41.4,RFRI,0,,EF,,Location 1,Free Practice 3
4,1,6,135,0,740.6,0,20.779,0,35.203,0,11.3,1219.8,319.8,740.6,20.8,35.2,RFRI,724.3,,EF,,Location 1,Free Practice 3
4,1,7,98,0,24.189,0,19.99,0,33.642,0,115.4,1297.6,397.6,24.2,20,33.6,RFRI,0,,EF,235,Location 1,Free Practice 3
4,1,8,77,0,21.952,0,17.824,0,28.89,0,130.8,1366.3,466.3,22,17.8,28.9,RFRI,0,,EF,235,Location 1,Free Practice 3
4,1,9,74,0,23.586,0,19.188,0,39.683,0,108.9,1448.8,548.8,23.6,19.2,39.7,RFRI,0,,EF,,Location 1,Free Practice 3
4,1,10,109,0,285.9,0,22.626,0,32.027,0,26.4,1789.3,889.3,285.9,22.6,32,RFRI,273.5,,EF,,Location 1,Free Practice 3
4,1,11,85,0,22.822,0,20.695,0,30.136,0,122,1862.9,962.9,22.8,20.7,30.1,RFRI,0,,EF,,Location 1,Free Practice 3
4,1,12,90,0,22.656,0,18.462,0,29.865,0,126.5,1933.9,1033.9,22.7,18.5,29.9,RFRI,0,,EF,,Location 1,Free Practice 3
4,1,13,140,0,22.531,0,18.443,0,40.216,0,110.6,2015.1,1115.1,22.5,18.4,40.2,RFRI,0,,EF,,Location 1,Free Practice 3
4,1,14,145,0,399.3,0,21.031,0,36.308,0,19.7,2471.8,1571.8,399.3,21,36.3,RFRI,386.4,,EF,,Location 1,Free Practice 3
4,1,15,100,0,24.265,0,20.936,0,39.192,0,106.4,2556.2,1656.2,24.3,20.9,39.2,RFRI,0,,EF,250,Location 1,Free Practice 3
4,1,16,94,3,21.456,2,17.458,3,28.38,2,133.5,2623.5,1723.5,21.5,17.5,28.4,RFRI,0,,EF,250,Location 1,Free Practice 3
48,1,1,89,0,51.756,0,20.489,0,37.59,0,81.8,109.8,2809.8,51.8,20.5,37.6,EMORT,26.8,,ROKo,,Location 1,Free Practice 3
48,1,2,86,0,23.998,0,19.229,0,35.89,0,113.5,189,2889,24,19.2,35.9,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,3,73,0,23.161,0,18.846,0,30.126,0,124.5,261.1,2961.1,23.2,18.8,30.1,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,4,97,0,22.787,0,19.223,0,34.492,0,117.4,337.6,3037.6,22.8,19.2,34.5,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,5,78,0,22.913,0,18.7,0,29.908,0,125.6,409.1,3109.1,22.9,18.7,29.9,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,6,114,0,22.656,0,18.652,0,29.828,0,126.3,480.2,3180.2,22.7,18.7,29.8,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,7,110,0,22.528,0,18.616,0,29.998,0,126.3,551.4,3251.4,22.5,18.6,30,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,8,93,0,22.643,0,18.818,0,29.929,0,125.8,622.8,3322.8,22.6,18.8,29.9,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,9,73,0,22.452,0,20.185,0,30.185,0,123.3,695.6,3395.6,22.5,20.2,30.2,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,10,92,0,25.08,0,46.67,0,77.8,0,60.1,845.2,3545.2,25.1,46.7,77.8,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,11,85,0,355.2,0,21.605,0,35.669,0,21.8,1257.6,357.6,355.2,21.6,35.7,EMORT,344.2,,ROKo,,Location 1,Free Practice 3
48,1,12,83,0,22.275,0,19.04,0,29.741,0,126.4,1328.7,428.7,22.3,19,29.7,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,13,97,0,24.521,0,19.859,0,34.766,0,113.5,1407.8,507.8,24.5,19.9,34.8,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,14,69,0,22.041,0,17.969,0,29.27,0,129.6,1477.1,577.1,22,18,29.3,EMORT,0,,ROKo,,Location 1,Free Practice 3
48,1,15,40,0,24.609,0,20.752,0,41.3,0,103.6,1563.8,663.8,24.6,20.8,41.3,EMORT,0,,ROKo,235,Location 1,Free Practice 3
48,1,16,71,0,21.731,0,17.627,2,28.866,0,131.7,1632,732,21.7,17.6,28.9,EMORT,0,,ROKo,235,Location 1,Free Practice 3
48,1,17,101,0,24.304,0,19.279,0,40.43,0,106.9,1716,816,24.3,19.3,40.4,EMORT,0,,ROKo,235,Location 1,Free Practice 3
48,1,18,104,0,522.5,0,20.316,0,31.802,0,15.6,2290.6,1390.6,522.5,20.3,31.8,EMORT,509.4,,ROKo,,Location 1,Free Practice 3
48,1,19,73,0,23.999,0,19.621,0,31.493,0,119.6,2365.7,1465.7,24,19.6,31.5,EMORT,0,,ROKo,250,Location 1,Free Practice 3
48,1,20,106,2,21.445,2,17.655,0,28.448,2,133,2433.2,1533.2,21.4,17.7,28.4,EMORT,0,,ROKo,250,Location 1,Free Practice 3
